transaction_id,worker_id,date_id,channel_id,market_id,transaction_type,amount_local,amount_usd,transaction_outcome,is_fraud_flagged,is_disputed,is_reversed,velocity_score,fraud_loss_usd,processing_time_ms
val_7122,val_1001,20230207,val_8,val_1,Bill Payment,200.0785226,749.145806,Reversed,TRUE,TRUE,TRUE,364.8413951,983.9608968,326
val_7123,val_2831,20230529,val_10,val_1,Bill Payment,931.7415184,596.2950195,Declined,TRUE,FALSE,TRUE,976.8605521,678.9218258,938
val_7124,val_934,20230203,val_11,val_0,Airtime Top-Up,235.3738841,666.3418543,Declined,FALSE,FALSE,FALSE,918.171583,0,532
val_7125,val_2446,20241114,val_8,val_1,Peer Transfer,377.849951,901.5626857,Reversed,TRUE,FALSE,TRUE,312.4369619,626.5426648,403
val_7126,val_3123,20240814,val_8,val_1,Airtime Top-Up,860.6025071,482.2428052,Pending,TRUE,FALSE,TRUE,379.508845,256.8955711,854
val_7127,val_604,20240909,val_0,val_2,Airtime Top-Up,377.4853656,86.05076533,Completed,FALSE,FALSE,TRUE,13.39182939,0,343
val_7128,val_1296,20231102,val_11,val_0,Cash-In,417.1454041,176.8331553,Disputed,FALSE,TRUE,FALSE,548.9297228,0,161
val_7129,val_3766,20231206,val_11,val_3,Salary/Earnings Disbursement,573.2335964,465.6987285,Reversed,FALSE,FALSE,FALSE,419.6803346,0,989
val_7130,val_4779,20230331,val_2,val_1,Cash-In,605.5022842,524.6910191,Reversed,TRUE,FALSE,FALSE,104.2457589,568.2352916,656
val_7131,val_4557,20230220,val_0,val_2,Cross-Border Remittance,449.5892439,684.4924483,Timeout,TRUE,FALSE,TRUE,404.2095843,114.1727008,7
val_7132,val_3759,20230422,val_11,val_1,Peer Transfer,109.73235,448.4222414,Declined,TRUE,FALSE,FALSE,276.1975061,908.1158765,625
val_7133,val_4903,20240302,val_6,val_2,Cash-In,807.9264178,99.55331865,Timeout,TRUE,FALSE,FALSE,109.8621419,312.6566305,347
val_7134,val_824,20230702,val_2,val_3,Salary/Earnings Disbursement,426.8878502,532.1841858,Pending,FALSE,TRUE,TRUE,544.4441884,0,938
val_7135,val_1008,20230615,val_2,val_0,Agent Withdrawal,997.4229,237.5920969,Failed,TRUE,TRUE,FALSE,167.0690502,629.5696265,336
val_7136,val_2027,20241119,val_7,val_1,Bill Payment,559.0796356,658.3114761,Disputed,FALSE,TRUE,FALSE,793.8809745,0,177
val_7137,val_4600,20231019,val_7,val_0,Wallet Funding via Bank Transfer,132.9729774,357.8939954,Pending,TRUE,TRUE,FALSE,207.2516797,481.3271807,447
val_7138,val_3994,20240917,val_7,val_3,Refund,770.8310389,932.4094759,Completed,FALSE,FALSE,TRUE,870.6956723,0,937
val_7139,val_1851,20241107,val_3,val_1,Wallet Funding via Card,407.5525825,124.1932181,Pending,TRUE,FALSE,FALSE,294.6592074,822.428455,432
val_7140,val_81,20241209,val_9,val_1,Cross-Border Remittance,657.634087,863.1716835,Failed,FALSE,TRUE,FALSE,164.1405045,0,104
val_7141,val_3095,20241217,val_9,val_0,Bill Payment,867.674988,129.571431,Declined,TRUE,FALSE,FALSE,626.7958166,528.3010408,785
val_7142,val_1544,20240901,val_0,val_2,Cash-Out,335.6145287,376.0936073,Declined,FALSE,FALSE,TRUE,942.4494978,0,228
val_7143,val_1118,20240809,val_6,val_0,Refund,853.9129776,387.2495683,Failed,TRUE,TRUE,FALSE,535.9045939,340.0396242,70
val_7144,val_1070,20240729,val_8,val_0,Refund,247.3605556,790.1297328,Timeout,FALSE,TRUE,FALSE,136.7066311,0,783
val_7145,val_1241,20230701,val_3,val_3,Merchant Payment,894.3688496,421.0894912,Partially Completed,FALSE,FALSE,TRUE,234.9327121,0,671
val_7146,val_1595,20240411,val_8,val_2,Bill Payment,397.6127674,343.7717872,Completed,TRUE,TRUE,TRUE,46.88091425,724.910954,858
val_7147,val_3094,20240815,val_10,val_0,Reversal,179.4606887,252.81686,Completed,TRUE,TRUE,TRUE,149.6143375,333.2615653,845
val_7148,val_818,20240104,val_10,val_1,Agent Withdrawal,855.0362158,134.7114057,Partially Completed,TRUE,TRUE,TRUE,954.2948829,446.3545581,241
val_7149,val_2424,20230206,val_9,val_3,Cash-Out,499.2273819,695.258844,Disputed,FALSE,TRUE,FALSE,313.4113411,0,83
val_7150,val_4605,20230406,val_8,val_1,Wallet Funding via Card,699.2031499,469.0152028,Declined,FALSE,TRUE,FALSE,754.2094542,0,433
val_7151,val_4821,20231103,val_5,val_2,Peer Transfer,400.7417664,161.9128604,Declined,FALSE,FALSE,TRUE,373.3391189,0,357
val_7152,val_4147,20231127,val_1,val_1,Bill Payment,367.5250954,897.3285103,Completed,TRUE,FALSE,TRUE,872.1806951,423.6902246,952
val_7153,val_1322,20240113,val_5,val_0,Wallet Funding via Bank Transfer,463.774266,203.8088243,Declined,FALSE,FALSE,TRUE,543.4140968,0,662
val_7154,val_731,20240124,val_9,val_0,Reversal,773.3919978,760.9823877,Declined,TRUE,TRUE,FALSE,936.3793092,222.7069557,443
val_7155,val_4390,20230311,val_5,val_0,Peer Transfer,94.65765886,314.8411711,Declined,FALSE,FALSE,FALSE,681.2692374,0,337
val_7156,val_2019,20240313,val_11,val_3,Cross-Border Remittance,404.3049364,348.6598523,Pending,TRUE,TRUE,TRUE,28.62941347,397.8265689,501
val_7157,val_2302,20240717,val_6,val_0,Reversal,535.9338672,611.1501705,Disputed,TRUE,FALSE,TRUE,235.3706097,311.1947011,666
val_7158,val_2131,20230308,val_0,val_0,Wallet Funding via Bank Transfer,942.2063529,519.5989208,Partially Completed,TRUE,TRUE,TRUE,711.7937726,503.4647772,82
val_7159,val_672,20231027,val_10,val_0,Wallet Funding via Bank Transfer,866.580668,969.2697446,Reversed,TRUE,TRUE,TRUE,375.7426924,228.8107971,682
val_7160,val_3606,20240427,val_5,val_2,Agent Withdrawal,321.3178965,238.7642948,Partially Completed,TRUE,TRUE,FALSE,998.3653177,351.9005166,812
val_7161,val_1195,20230518,val_0,val_3,Cross-Border Remittance,532.8419259,35.63895775,Declined,FALSE,TRUE,FALSE,648.9853034,0,910
val_7162,val_1165,20230505,val_8,val_1,Cash-In,655.3623132,471.3916374,Pending,TRUE,TRUE,TRUE,692.3572828,510.0755944,862
val_7163,val_3778,20241212,val_4,val_3,Cross-Border Remittance,15.66126164,966.4849142,Timeout,FALSE,TRUE,FALSE,793.1036591,0,944
val_7164,val_3564,20231009,val_9,val_1,Merchant Payment,48.49306972,365.2216178,Completed,TRUE,FALSE,TRUE,481.0076177,942.411614,187
val_7165,val_4133,20231204,val_9,val_3,Wallet Funding via Bank Transfer,410.3340019,487.4673089,Timeout,FALSE,TRUE,FALSE,411.1780491,0,836
val_7166,val_3530,20240623,val_11,val_1,Peer Transfer,226.1786698,347.0854596,Failed,TRUE,FALSE,TRUE,38.10433894,197.3349007,743
val_7167,val_197,20240228,val_11,val_1,Wallet Funding via Bank Transfer,176.4956633,664.7180762,Disputed,FALSE,TRUE,TRUE,475.9230022,0,496
val_7168,val_2086,20240621,val_9,val_3,Agent Withdrawal,569.5290143,323.7415818,Disputed,FALSE,FALSE,TRUE,341.542973,0,725
val_7169,val_2050,20230803,val_1,val_0,Refund,909.7588975,645.3416638,Failed,FALSE,TRUE,TRUE,632.2276338,0,812
val_7170,val_1607,20241213,val_9,val_0,Wallet Funding via Card,236.0027504,671.472368,Declined,TRUE,FALSE,TRUE,658.0970457,624.4373363,948
val_7171,val_2470,20230803,val_0,val_3,Wallet Funding via Bank Transfer,734.9717154,118.2521462,Failed,TRUE,FALSE,FALSE,426.6181538,303.9899162,244
val_7172,val_2485,20240918,val_5,val_3,Reversal,202.3387444,725.2143252,Disputed,FALSE,TRUE,TRUE,548.8592296,0,989
val_7173,val_3075,20230301,val_9,val_1,Wallet Funding via Card,789.7579504,521.5585197,Failed,TRUE,TRUE,TRUE,113.7927937,243.0159937,787
val_7174,val_4799,20230422,val_10,val_2,Wallet Funding via Card,62.17310832,758.281768,Partially Completed,FALSE,TRUE,TRUE,174.4591336,0,606
val_7175,val_3253,20240808,val_11,val_0,Cash-Out,761.2350458,355.2132128,Failed,FALSE,TRUE,FALSE,77.51671614,0,201
val_7176,val_4663,20241006,val_1,val_0,Salary/Earnings Disbursement,34.79079084,406.6220788,Timeout,TRUE,TRUE,TRUE,266.3295983,574.4866169,93
val_7177,val_4152,20240625,val_8,val_1,Wallet Funding via Card,961.7972655,509.5465003,Disputed,FALSE,FALSE,TRUE,495.4687803,0,829
val_7178,val_3670,20230331,val_0,val_3,Merchant Payment,552.3422527,98.88492474,Timeout,TRUE,FALSE,FALSE,350.214882,658.6470456,95
val_7179,val_1366,20240510,val_6,val_0,Wallet Funding via Bank Transfer,233.0456464,623.7500819,Timeout,FALSE,TRUE,TRUE,748.366446,0,974
val_7180,val_2889,20241206,val_4,val_3,Airtime Top-Up,255.6318838,361.75909,Declined,TRUE,FALSE,FALSE,139.4644809,563.3422618,775
val_7181,val_559,20240911,val_2,val_0,Bill Payment,14.00368864,811.0572554,Partially Completed,TRUE,TRUE,TRUE,882.7410059,854.7594657,164
val_7182,val_4619,20241224,val_8,val_3,Wallet Funding via Card,608.9379669,82.0501536,Partially Completed,FALSE,FALSE,TRUE,287.9054214,0,608
val_7183,val_932,20231022,val_11,val_2,Wallet Funding via Bank Transfer,166.0159767,228.4387663,Partially Completed,TRUE,FALSE,TRUE,742.8919531,790.1312045,493
val_7184,val_1192,20240313,val_4,val_3,Salary/Earnings Disbursement,828.4216214,646.8715096,Partially Completed,FALSE,FALSE,FALSE,668.3237767,0,109
val_7185,val_4684,20240915,val_8,val_2,Salary/Earnings Disbursement,474.3014976,78.53561094,Reversed,FALSE,TRUE,TRUE,448.0049767,0,484
val_7186,val_608,20231121,val_9,val_3,Bill Payment,431.0850223,295.0640596,Disputed,FALSE,FALSE,TRUE,424.1078396,0,263
val_7187,val_2733,20230923,val_8,val_2,Agent Withdrawal,587.2191552,358.298797,Reversed,FALSE,TRUE,FALSE,379.5521763,0,273
val_7188,val_2872,20240622,val_3,val_0,Peer Transfer,809.4045224,402.3920105,Completed,FALSE,TRUE,FALSE,51.2729615,0,572
val_7189,val_1095,20240811,val_10,val_0,Reversal,355.4431753,456.7688553,Reversed,TRUE,FALSE,FALSE,321.1244113,503.4397896,437
val_7190,val_1948,20240930,val_8,val_3,Peer Transfer,598.1320799,903.8871691,Disputed,TRUE,TRUE,TRUE,833.0356098,409.6439125,721
val_7191,val_3929,20231229,val_10,val_0,Cross-Border Remittance,818.9920194,699.4642036,Declined,TRUE,FALSE,TRUE,309.3349717,699.8758771,945
val_7192,val_3557,20230513,val_2,val_2,Wallet Funding via Bank Transfer,636.9939003,58.64487107,Completed,FALSE,FALSE,FALSE,975.5026912,0,956
val_7193,val_2935,20240921,val_0,val_0,Cash-Out,167.3309498,930.3281868,Disputed,FALSE,FALSE,FALSE,136.2564527,0,768
val_7194,val_2719,20240730,val_8,val_2,Salary/Earnings Disbursement,217.2941398,393.5536305,Timeout,TRUE,TRUE,TRUE,544.7491898,754.7306072,267
val_7195,val_1836,20240523,val_0,val_1,Wallet Funding via Bank Transfer,126.8829627,8.058685784,Completed,TRUE,FALSE,FALSE,742.3178154,164.2872282,710
val_7196,val_3117,20240616,val_2,val_3,Refund,748.7197521,243.4176357,Reversed,TRUE,TRUE,FALSE,497.4678094,765.5832165,331
val_7197,val_91,20241009,val_2,val_2,Peer Transfer,207.6460733,36.72741673,Timeout,TRUE,TRUE,TRUE,506.1716573,582.5190176,592
val_7198,val_351,20240524,val_2,val_1,Merchant Payment,234.3963959,391.1172732,Partially Completed,FALSE,FALSE,TRUE,638.5305977,0,849
val_7199,val_3913,20240519,val_10,val_0,Airtime Top-Up,58.5452253,681.825457,Timeout,FALSE,FALSE,FALSE,90.20243104,0,636
val_7200,val_871,20230704,val_10,val_1,Reversal,498.2933032,124.3737234,Pending,FALSE,TRUE,TRUE,120.6904752,0,547
val_7201,val_3587,20240916,val_6,val_0,Reversal,602.3327847,231.7059502,Failed,FALSE,TRUE,TRUE,82.70836102,0,88
val_7202,val_80,20230827,val_8,val_2,Salary/Earnings Disbursement,175.6926731,584.8410403,Failed,FALSE,FALSE,TRUE,34.1708526,0,422
val_7203,val_1310,20241226,val_7,val_2,Cash-Out,510.4146637,578.2100196,Timeout,TRUE,FALSE,TRUE,855.6593618,842.5668456,74
val_7204,val_4690,20231025,val_10,val_1,Refund,737.3884615,24.03284023,Reversed,TRUE,TRUE,TRUE,991.5340965,889.7215121,758
val_7205,val_1328,20230718,val_4,val_1,Agent Withdrawal,607.5796318,20.59816197,Disputed,TRUE,TRUE,TRUE,999.2667327,921.8449112,318
val_7206,val_4913,20230102,val_8,val_2,Merchant Payment,164.7685187,154.0484608,Disputed,TRUE,FALSE,FALSE,293.5790562,245.4632082,340
val_7207,val_1357,20230502,val_5,val_1,Bill Payment,855.449736,196.9915975,Partially Completed,FALSE,FALSE,FALSE,798.0379038,0,908
val_7208,val_3180,20230125,val_6,val_1,Refund,397.9263411,269.2538658,Reversed,FALSE,TRUE,FALSE,545.4771599,0,632
val_7209,val_3352,20240421,val_3,val_0,Agent Withdrawal,917.6686211,812.0724513,Failed,TRUE,FALSE,TRUE,693.0655102,750.1042481,548
val_7210,val_3168,20241002,val_9,val_3,Airtime Top-Up,864.1673903,290.8643595,Partially Completed,FALSE,FALSE,FALSE,56.28437978,0,610
val_7211,val_1470,20230501,val_11,val_1,Peer Transfer,640.0310135,831.2145693,Partially Completed,TRUE,FALSE,TRUE,549.6937625,724.9234854,865
val_7212,val_3794,20230801,val_11,val_1,Airtime Top-Up,501.7656436,7.441346165,Timeout,TRUE,FALSE,TRUE,127.8309343,472.2341975,743
val_7213,val_1551,20240922,val_4,val_1,Cash-Out,870.1644328,718.7397303,Partially Completed,FALSE,TRUE,FALSE,552.8744979,0,334
val_7214,val_4071,20240229,val_1,val_3,Wallet Funding via Bank Transfer,593.2371943,215.9646658,Failed,TRUE,TRUE,FALSE,844.6266406,850.7721155,144
val_7215,val_1883,20240228,val_10,val_3,Salary/Earnings Disbursement,550.954752,283.653366,Timeout,FALSE,FALSE,FALSE,321.1791778,0,452
val_7216,val_4184,20230216,val_0,val_3,Bill Payment,364.658313,762.7870488,Pending,FALSE,TRUE,FALSE,239.9358451,0,290
val_7217,val_4901,20231208,val_1,val_2,Cross-Border Remittance,794.3527705,644.4545811,Declined,TRUE,FALSE,FALSE,319.3351614,770.6397433,400
val_7218,val_3774,20231225,val_10,val_1,Reversal,866.317458,198.1528191,Partially Completed,TRUE,FALSE,FALSE,905.2402102,494.3649562,695
val_7219,val_2300,20240727,val_3,val_0,Refund,600.7212626,332.3793511,Reversed,TRUE,TRUE,TRUE,405.1935669,458.4294227,506
val_7220,val_2114,20241014,val_6,val_2,Cash-Out,590.2655997,138.0963578,Completed,TRUE,TRUE,TRUE,2.696294286,590.9891868,460
val_7221,val_1886,20230806,val_2,val_2,Bill Payment,726.8765411,136.535755,Declined,FALSE,FALSE,FALSE,668.7522872,0,640
val_7222,val_1756,20230112,val_3,val_2,Cash-In,661.7775231,384.7829308,Completed,FALSE,FALSE,TRUE,903.7331776,0,384
val_7223,val_2350,20241017,val_3,val_3,Airtime Top-Up,647.0075882,261.201889,Reversed,FALSE,FALSE,FALSE,96.64040921,0,562
val_7224,val_2428,20230726,val_2,val_3,Cross-Border Remittance,385.33128,901.9363687,Pending,FALSE,FALSE,FALSE,951.0451335,0,122
val_7225,val_3596,20241207,val_8,val_0,Cross-Border Remittance,347.8721695,719.3895338,Disputed,FALSE,TRUE,TRUE,690.2111627,0,906
val_7226,val_4448,20231016,val_8,val_1,Wallet Funding via Card,299.6273444,80.38466381,Reversed,TRUE,TRUE,TRUE,416.529875,599.9987044,588
val_7227,val_4418,20230918,val_1,val_2,Peer Transfer,654.1207414,88.6823067,Pending,TRUE,TRUE,FALSE,468.9559282,232.1785762,476
val_7228,val_3021,20230311,val_11,val_2,Refund,866.2327607,200.5518774,Declined,FALSE,FALSE,TRUE,388.6374498,0,207
val_7229,val_4954,20231112,val_6,val_1,Cash-In,259.4619308,335.0237352,Disputed,TRUE,FALSE,FALSE,841.0103683,570.1921395,143
val_7230,val_4468,20231104,val_8,val_2,Reversal,650.7511252,968.5458082,Timeout,FALSE,TRUE,TRUE,190.1312374,0,640
val_7231,val_2430,20240602,val_0,val_2,Salary/Earnings Disbursement,513.7149747,776.0167659,Partially Completed,TRUE,TRUE,FALSE,404.9052403,371.1227928,532
val_7232,val_2061,20240717,val_4,val_2,Refund,541.6980431,194.8933015,Partially Completed,TRUE,FALSE,FALSE,229.2524875,633.5611133,82
val_7233,val_2300,20231128,val_11,val_0,Wallet Funding via Card,260.8001489,688.5040018,Timeout,FALSE,FALSE,TRUE,203.62122,0,374
val_7234,val_117,20230107,val_10,val_1,Cash-Out,890.9128163,51.27982924,Pending,TRUE,FALSE,TRUE,975.9546679,991.6710615,615
val_7235,val_1651,20230427,val_0,val_0,Refund,67.36582615,228.8767655,Pending,TRUE,TRUE,TRUE,382.6106283,923.6395244,796
val_7236,val_1914,20241203,val_8,val_1,Cash-In,220.5854783,37.39836654,Failed,FALSE,FALSE,TRUE,826.9193922,0,851
val_7237,val_3895,20231208,val_9,val_2,Cash-Out,826.5892965,142.784953,Disputed,FALSE,FALSE,TRUE,754.4568033,0,613
val_7238,val_1312,20231216,val_1,val_1,Airtime Top-Up,712.7256565,989.9681623,Partially Completed,FALSE,FALSE,FALSE,987.0895244,0,787
val_7239,val_3277,20240210,val_10,val_1,Peer Transfer,126.2794015,538.4729613,Completed,FALSE,FALSE,FALSE,331.1125573,0,265
val_7240,val_1610,20240805,val_2,val_1,Cash-Out,290.5320086,581.788692,Failed,TRUE,TRUE,TRUE,780.6443858,926.2153857,369
val_7241,val_1816,20240922,val_11,val_2,Cash-In,22.93050583,466.115481,Partially Completed,FALSE,FALSE,FALSE,511.633609,0,820
val_7242,val_344,20230130,val_0,val_2,Agent Withdrawal,357.7176411,589.1704167,Failed,TRUE,TRUE,TRUE,445.7073781,807.4477304,547
val_7243,val_2592,20230629,val_7,val_2,Refund,721.4111757,414.4601838,Partially Completed,TRUE,FALSE,TRUE,886.2398378,93.9602082,125
val_7244,val_486,20230718,val_2,val_0,Reversal,508.3214083,42.05335866,Partially Completed,FALSE,FALSE,TRUE,373.8342563,0,248
val_7245,val_1029,20231205,val_7,val_3,Salary/Earnings Disbursement,623.445096,798.75011,Completed,TRUE,FALSE,TRUE,271.8345045,539.5583276,820
val_7246,val_2508,20231213,val_9,val_3,Wallet Funding via Card,780.8114727,551.5654358,Disputed,TRUE,FALSE,FALSE,828.7970806,489.8714509,123
val_7247,val_3469,20241119,val_6,val_3,Refund,907.38227,101.0919711,Completed,TRUE,TRUE,TRUE,384.2152751,89.70992623,793
val_7248,val_2020,20240505,val_8,val_0,Cash-Out,232.4013811,547.0213654,Declined,TRUE,FALSE,TRUE,315.461889,393.8820901,727
val_7249,val_1260,20240430,val_9,val_3,Refund,895.185583,486.2332576,Declined,FALSE,TRUE,TRUE,431.2618705,0,8
val_7250,val_4486,20230206,val_3,val_2,Refund,989.7021275,283.3251837,Timeout,TRUE,TRUE,TRUE,147.1587167,33.9786638,288
val_7251,val_1747,20241023,val_10,val_2,Peer Transfer,923.3907027,950.7495787,Failed,TRUE,FALSE,FALSE,711.8352333,252.4120211,668
val_7252,val_1604,20230520,val_0,val_0,Cash-Out,503.3998914,224.9209364,Disputed,TRUE,FALSE,FALSE,225.1017391,374.2410708,239
val_7253,val_340,20240508,val_6,val_3,Reversal,519.3458411,10.4901749,Pending,TRUE,TRUE,FALSE,661.4194155,27.91552293,126
val_7254,val_1759,20230609,val_9,val_3,Agent Withdrawal,271.8075524,286.7276068,Failed,FALSE,TRUE,TRUE,690.9985563,0,921
val_7255,val_1099,20241004,val_8,val_3,Agent Withdrawal,934.2042714,47.42137661,Timeout,FALSE,TRUE,FALSE,661.8384025,0,520
val_7256,val_1769,20240416,val_3,val_2,Wallet Funding via Bank Transfer,784.584129,739.0297019,Pending,FALSE,TRUE,TRUE,754.437293,0,243
val_7257,val_974,20240703,val_11,val_1,Merchant Payment,640.0544839,465.4594345,Reversed,FALSE,TRUE,FALSE,400.4115942,0,224
val_7258,val_983,20231210,val_11,val_1,Bill Payment,54.6312947,695.062185,Timeout,FALSE,TRUE,TRUE,236.2957447,0,829
val_7259,val_3676,20240418,val_1,val_0,Wallet Funding via Card,958.4614733,83.37907702,Reversed,TRUE,FALSE,FALSE,40.48620105,926.0336272,351
val_7260,val_2372,20240228,val_1,val_1,Refund,585.9021685,800.0341451,Failed,TRUE,TRUE,FALSE,780.3407547,0.648104737,878
val_7261,val_3472,20230227,val_7,val_3,Wallet Funding via Bank Transfer,946.6228333,874.9937745,Completed,TRUE,FALSE,TRUE,866.801333,315.197685,428
val_7262,val_2883,20240617,val_2,val_3,Bill Payment,842.1751222,589.2861279,Partially Completed,TRUE,FALSE,TRUE,64.46319047,838.2543104,751
val_7263,val_2690,20231103,val_0,val_0,Merchant Payment,288.3265499,269.5718466,Failed,TRUE,TRUE,TRUE,239.8629696,924.9460998,313
val_7264,val_2332,20240801,val_9,val_0,Peer Transfer,835.8360983,495.4432206,Completed,TRUE,TRUE,TRUE,485.8722793,644.8407465,302
val_7265,val_1935,20241125,val_5,val_1,Merchant Payment,130.2677546,566.3125955,Declined,TRUE,FALSE,FALSE,925.0323462,667.7022433,484
val_7266,val_1310,20231120,val_10,val_1,Reversal,741.2145113,680.487221,Pending,FALSE,FALSE,TRUE,768.8743403,0,672
val_7267,val_4447,20240722,val_8,val_3,Salary/Earnings Disbursement,573.5425144,178.1278134,Declined,TRUE,FALSE,TRUE,439.6385563,627.8423402,505
val_7268,val_2045,20240702,val_7,val_2,Salary/Earnings Disbursement,873.9885901,565.7430073,Pending,FALSE,TRUE,FALSE,326.6775698,0,358
val_7269,val_4420,20230120,val_4,val_0,Bill Payment,453.7412253,492.992984,Partially Completed,TRUE,FALSE,TRUE,643.8874949,91.0076019,327
val_7270,val_3840,20230802,val_8,val_0,Agent Withdrawal,200.1467822,798.1943887,Reversed,TRUE,TRUE,FALSE,262.8419169,695.8184501,738
val_7271,val_3014,20240814,val_1,val_0,Airtime Top-Up,364.2479071,724.3221599,Partially Completed,FALSE,TRUE,TRUE,916.9597982,0,211
val_7272,val_4214,20241202,val_3,val_0,Cross-Border Remittance,12.19951115,197.0044046,Failed,FALSE,FALSE,TRUE,262.9665708,0,296
val_7273,val_3289,20231206,val_9,val_3,Refund,592.3846141,202.3176858,Timeout,FALSE,FALSE,TRUE,206.0709903,0,92
val_7274,val_4078,20231229,val_8,val_0,Cash-In,3.029167805,691.6468776,Completed,TRUE,FALSE,FALSE,397.2891444,221.6926291,982
val_7275,val_3982,20230309,val_2,val_1,Reversal,724.6717204,357.1031622,Failed,TRUE,TRUE,FALSE,616.176758,215.593761,663
val_7276,val_3229,20230602,val_10,val_3,Cash-In,6.038562808,77.84560724,Disputed,TRUE,FALSE,TRUE,171.526487,125.234191,364
val_7277,val_3613,20231015,val_6,val_2,Peer Transfer,113.6481429,161.539103,Completed,TRUE,TRUE,FALSE,474.5787745,222.0679529,407
val_7278,val_4087,20230201,val_8,val_0,Wallet Funding via Card,573.6526658,309.3301585,Partially Completed,TRUE,TRUE,FALSE,383.0490392,153.2269194,620
val_7279,val_1124,20231214,val_1,val_1,Cash-Out,477.6542346,534.694256,Disputed,TRUE,TRUE,TRUE,705.8197441,265.2097445,768
val_7280,val_4383,20240120,val_1,val_0,Reversal,717.5552616,702.3487871,Disputed,TRUE,FALSE,FALSE,806.3397063,612.6464091,100
val_7281,val_2516,20241003,val_11,val_1,Merchant Payment,112.7574966,695.3252573,Reversed,TRUE,FALSE,FALSE,626.0214797,343.5353358,267
val_7282,val_611,20240701,val_10,val_2,Cash-In,396.6234437,435.0565736,Pending,TRUE,TRUE,TRUE,194.5208493,461.7696276,172
val_7283,val_759,20230619,val_4,val_3,Cross-Border Remittance,785.2534957,417.4567255,Failed,TRUE,FALSE,FALSE,685.6696964,409.1661848,533
val_7284,val_3751,20240807,val_11,val_3,Airtime Top-Up,136.4729082,256.9126812,Partially Completed,TRUE,TRUE,FALSE,492.4803009,442.1378043,564
val_7285,val_4046,20240912,val_9,val_3,Bill Payment,940.1142442,989.3809712,Pending,TRUE,TRUE,FALSE,974.9772084,436.0937636,393
val_7286,val_3270,20240203,val_3,val_2,Cross-Border Remittance,980.5868866,830.2217706,Disputed,TRUE,FALSE,FALSE,423.6931892,711.7870083,594
val_7287,val_3267,20230711,val_4,val_1,Airtime Top-Up,109.0632389,330.9288955,Partially Completed,TRUE,FALSE,TRUE,93.89115437,125.0559801,238
val_7288,val_4328,20240901,val_6,val_1,Wallet Funding via Card,212.7649214,77.09070913,Completed,FALSE,TRUE,FALSE,301.2809468,0,590
val_7289,val_4895,20230430,val_4,val_2,Cash-In,501.9932668,365.6424391,Completed,TRUE,TRUE,FALSE,718.1408092,485.1273093,407
val_7290,val_4159,20231112,val_3,val_0,Cash-In,489.3494192,455.9980645,Disputed,FALSE,FALSE,TRUE,325.6819848,0,470
val_7291,val_682,20241223,val_2,val_2,Airtime Top-Up,525.5647962,367.9066811,Disputed,FALSE,TRUE,FALSE,213.4728675,0,402
val_7292,val_4011,20231119,val_7,val_0,Cash-In,948.1444084,279.0189305,Failed,FALSE,FALSE,TRUE,711.597726,0,14
val_7293,val_2550,20241227,val_4,val_1,Merchant Payment,200.1418784,902.0295485,Timeout,TRUE,TRUE,FALSE,304.67916,417.3778771,895
val_7294,val_3992,20230202,val_11,val_3,Wallet Funding via Bank Transfer,358.1879002,130.4823398,Disputed,TRUE,TRUE,TRUE,219.8077249,12.18175267,442
val_7295,val_3620,20231006,val_10,val_3,Bill Payment,229.7525885,200.6680933,Completed,TRUE,FALSE,TRUE,530.4576517,396.5996556,714
val_7296,val_3389,20240228,val_1,val_1,Wallet Funding via Card,627.4980788,830.8227209,Reversed,TRUE,TRUE,TRUE,51.24665588,608.68088,658
val_7297,val_4336,20230330,val_7,val_3,Cash-In,746.948263,592.9754735,Disputed,FALSE,FALSE,FALSE,8.801361234,0,642
val_7298,val_756,20240523,val_7,val_1,Wallet Funding via Card,215.0216945,130.2824268,Timeout,TRUE,FALSE,TRUE,881.7688076,677.3600655,915
val_7299,val_4266,20230901,val_0,val_0,Wallet Funding via Card,763.1990081,580.4667185,Pending,FALSE,TRUE,TRUE,945.9018636,0,570
val_7300,val_1737,20240116,val_9,val_3,Merchant Payment,708.6819023,797.7420327,Disputed,FALSE,TRUE,TRUE,378.6848189,0,507
val_7301,val_1009,20240407,val_6,val_1,Cross-Border Remittance,266.403522,730.7361943,Pending,TRUE,TRUE,FALSE,216.9824733,493.8773263,442
val_7302,val_3600,20231106,val_9,val_1,Bill Payment,60.58750942,987.8067364,Completed,FALSE,FALSE,TRUE,173.3670089,0,757
val_7303,val_4911,20230810,val_5,val_0,Airtime Top-Up,691.9965923,685.4927466,Pending,TRUE,FALSE,TRUE,973.987703,612.9653653,977
val_7304,val_439,20240621,val_5,val_0,Wallet Funding via Card,653.2488691,33.66071332,Pending,TRUE,FALSE,TRUE,727.3072622,703.6550347,904
val_7305,val_4906,20231106,val_8,val_0,Cash-Out,859.5950005,834.864482,Partially Completed,FALSE,FALSE,TRUE,724.6258413,0,60
val_7306,val_1712,20230629,val_9,val_1,Reversal,472.2078812,909.7690606,Disputed,FALSE,TRUE,TRUE,113.5395069,0,362
val_7307,val_4845,20230425,val_9,val_2,Airtime Top-Up,468.3111677,660.8209858,Completed,TRUE,TRUE,TRUE,992.5581445,280.0879852,940
